Color,Condition,Cylinders,Drive,Fuel,Make,Model,Odometer,Price,Title,Transmission_Automatic,Year
White,Excellent,8,4Wd,Gas,Ford,Expedition,140000,10200,Clean,1,2011
Black,Excellent,4,Rwd,Gas,Cadillac,Ats,145000,6900,Clean,1,2013
Black,Excellent,4,Fwd,Gas,Chevrolet,Cruze,111000,5600,Clean,1,2013
White,Good,8,Rwd,Gas,Gmc,Sierra,79400,8500,Clean,1,1999
Silver,Excellent,4,Fwd,Gas,Nissan,Versa,93000,6500,Clean,1,2014
Red,Fair,4,Fwd,Gas,Nissan,Rogue,120000,3500,Clean,1,2010
Grey,Excellent,6,4Wd,Gas,Honda,Pilot,131000,11900,Clean,1,2012
Black,Excellent,4,Fwd,Gas,Nissan,Rogue,65000,9500,Rebuilt,1,2016
Blue,Like New,6,Rwd,Gas,Ford,F150,88828,22900,Clean,1,2013
Yellow,Excellent,8,Rwd,Gas,Ford,Mustang,74361,12900,Clean,0,2005
Brown,Excellent,8,Rwd,Gas,Cadillac,Escalade,98945,24900,Clean,1,2014
Grey,Excellent,6,Rwd,Gas,Toyota,Tacoma,98000,18500,Clean,1,2015
White,Like New,8,Rwd,Gas,Cadillac,Srx,81000,5000,Clean,1,2005
Silver,Excellent,4,Fwd,Gas,Nissan,Sentra,31207,8700,Rebuilt,1,2017
Red,Like New,4,Fwd,Gas,Toyota,Corolla,75000,15500,Clean,1,2018
Silver,Excellent,8,4Wd,Gas,Lexus,Gx470,250000,9999,Clean,1,2005
White,Excellent,6,4Wd,Gas,Toyota,4Runner,194000,7850,Rebuilt,1,2000
White,Excellent,6,Rwd,Gas,Toyota,4Runner,250000,6700,Clean,1,2005
Silver,Excellent,6,4Wd,Gas,Lexus,Rx,170000,6999,Clean,1,2007
White,Excellent,8,Rwd,Gas,Chevrolet,Silverado,250000,4999,Clean,1,2003
White,Excellent,4,Rwd,Gas,Toyota,Tacoma,275000,5200,Clean,1,2005
White,Good,6,Fwd,Gas,Honda,Accord,111174,7975,Clean,1,2009
Black,Good,4,Fwd,Gas,Toyota,Corolla,135322,2300,Clean,1,1999
Grey,Excellent,4,Fwd,Gas,Dodge,Dart,90510,5700,Clean,1,2015
White,Like New,6,4Wd,Gas,Bmw,X5,68060,22500,Clean,1,2014
Blue,Excellent,4,Fwd,Gas,Toyota,Rav4,121000,6700,Clean,1,2007
White,Excellent,4,Fwd,Gas,Ford,Focus,111000,6500,Clean,1,2014
Black,Excellent,4,Rwd,Gas,Toyota,Tacoma,174000,9500,Clean,1,2003
Black,Good,4,Fwd,Gas,Hyundai,Accent,148000,5800,Clean,1,2012
Red,Like New,8,Rwd,Gas,Chevrolet,Camaro,34110,33500,Rebuilt,0,2013
Black,Excellent,4,Fwd,Gas,Nissan,Sentra,59600,8800,Rebuilt,1,2018
White,Excellent,6,4Wd,Gas,Jeep,Wrangler,34000,21500,Clean,1,2003
Silver,Excellent,4,Fwd,Gas,Honda,Civic,146607,3350,Clean,1,2005
Blue,Excellent,6,4Wd,Gas,Toyota,Tacoma,68251,8600,Clean,0,2000
Black,Excellent,6,Fwd,Gas,Dodge,Grand,123000,8600,Clean,1,2013
White,Excellent,6,4Wd,Gas,Jeep,Cherokee,170000,7200,Clean,1,2001
White,Excellent,4,Fwd,Gas,Hyundai,Santa,80500,14000,Clean,1,2015
White,New,6,Rwd,Gas,Chevrolet,Colorado,14500,24500,Rebuilt,1,2021
Grey,Fair,6,Fwd,Gas,Honda,Accord,167000,1750,Clean,1,2005
White,Like New,8,Rwd,Gas,Dodge,Ram,64000,26900,Clean,1,2021
Black,Like New,4,4Wd,Gas,Jeep,Wrangler,8000,43900,Clean,1,2021
Black,Excellent,4,Rwd,Gas,Honda,Civic,52000,12500,Rebuilt,1,2018
White,Good,8,Rwd,Gas,Ford,F150,160000,10900,Clean,1,2006
Grey,Excellent,4,Fwd,Gas,Chrysler,200,96000,6399,Clean,1,2013
White,Excellent,8,Rwd,Diesel,Chevrolet,Silverado,196000,16500,Clean,1,2013
Red,Good,6,Fwd,Gas,Nissan,Murano,177580,1500,Clean,1,2005
Blue,Fair,6,Rwd,Gas,Bmw,335I,190000,2500,Clean,1,2009
Silver,Excellent,8,4Wd,Gas,Chevrolet,Tahoe,160500,18900,Clean,1,2015
Custom,Like New,6,Fwd,Gas,Bmw,335I,41000,21900,Clean,1,2008
Silver,Excellent,6,Fwd,Gas,Dodge,Grand,80535,15500,Clean,1,2018
Black,Good,4,Fwd,Gas,Chrysler,200,130000,6000,Clean,1,2007
Silver,Like New,4,Fwd,Gas,Nissan,Sentra,73501,11900,Clean,1,2019
White,Excellent,6,Fwd,Gas,Dodge,Grand,89500,16500,Clean,1,2019
Silver,Excellent,4,Fwd,Gas,Toyota,Camry,170163,6000,Clean,1,2010
White,Good,4,Fwd,Gas,Volvo,Xc60,93650,13500,Clean,1,2015
Blue,Like New,4,Fwd,Gas,Nissan,Versa,150000,5990,Clean,1,2013
Grey,Excellent,4,Fwd,Gas,Toyota,Prius,187450,7550,Clean,1,2012
Grey,Excellent,4,Fwd,Gas,Mazda,Cx,105000,8900,Clean,1,2011
Black,Excellent,8,4Wd,Diesel,Ford,F350,130000,22500,Clean,1,2008
Black,Like New,6,Rwd,Gas,Mercedes,E350,119307,8350,Clean,1,2008
Green,Like New,4,Fwd,Gas,Mini Cooper,S,86707,7450,Clean,1,2009
White,Fair,6,Fwd,Gas,Dodge,Grand,152210,5000,Clean,1,2005
Black,Good,6,Rwd,Gas,Mitsubishi,Montero,168000,3300,Clean,1,2003
Black,Excellent,4,Fwd,Gas,Toyota,Scion,101300,7900,Rebuilt,1,2015
Red,Good,6,4Wd,Gas,Ford,Explorer,200000,2900,Clean,1,2000
White,Like New,4,4Wd,Gas,Subaru,Legacy,89900,10900,Rebuilt,1,2017
Silver,Excellent,4,Fwd,Gas,Chevrolet,Cruze,73600,7900,Rebuilt,1,2017
White,Like New,4,Rwd,Gas,Bmw,X1,92000,8500,Clean,1,2014
Red,Good,6,4Wd,Gas,Ford,F150,1,12500,Rebuilt,1,2011
Blue,Good,6,4Wd,Gas,Mitsubishi,Montero,202000,3800,Clean,1,2002
White,Good,8,4Wd,Diesel,Ford,F350,89000,7500,Clean,0,1996
Blue,Excellent,6,Fwd,Gas,Honda,Ridgeline,138000,6500,Clean,1,2006
Grey,Like New,4,Fwd,Gas,Honda,Accord,113000,3999,Clean,1,2005
Grey,Good,4,Fwd,Gas,Honda,Accord,171568,3200,Clean,0,2003
White,Excellent,8,Rwd,Gas,Chevrolet,Silverado,199,4200,Clean,1,2005
Black,Excellent,6,Rwd,Gas,Dodge,Charger,65777,31000,Clean,1,2018
Silver,Good,8,Rwd,Gas,Mercedes,S550,92000,12000,Clean,1,2007
Black,Good,4,Fwd,Gas,Toyota,Camry,198000,4200,Clean,1,2008
Silver,Excellent,4,Fwd,Gas,Hyundai,Elantra,120000,9500,Clean,1,2018
White,Excellent,4,Fwd,Gas,Kia,Soul,81900,10200,Clean,1,2015
White,Good,6,Fwd,Gas,Ford,Explorer,61000,12500,Rebuilt,1,2017
Silver,Excellent,4,Fwd,Gas,Toyota,Corolla,115000,5995,Clean,1,2007
White,Excellent,6,4Wd,Gas,Bmw,X3,120000,9500,Clean,1,2011
White,Good,4,Fwd,Gas,Kia,Optima,102000,4200,Clean,1,2012
Black,Excellent,6,4Wd,Gas,Ford,Ranger,127000,7500,Clean,0,2009
Grey,New,8,4Wd,Gas,Dodge,Durango,4150,50000,Clean,1,2022
Blue,Good,8,Rwd,Gas,Chevrolet,Camaro,48000,4250,Clean,0,1984
White,Excellent,4,Rwd,Gas,Bmw,528I,154000,8650,Clean,1,2014
Silver,Excellent,8,Rwd,Gas,Mercedes,Sl500,96000,8900,Clean,1,2003
Silver,Excellent,6,4Wd,Gas,Lexus,Rx,170000,6999,Clean,1,2007
Black,Like New,8,Rwd,Gas,Dodge,Challenger,78000,28000,Rebuilt,1,2016
Orange,Like New,6,4Wd,Gas,Jeep,Wrangler,71000,30000,Rebuilt,1,2018
Black,Like New,4,Fwd,Gas,Toyota,Camry,91000,17000,Rebuilt,1,2018
Black,Like New,4,Rwd,Gas,Toyota,Tacoma,131000,17500,Clean,1,2017
Red,Like New,4,4Wd,Gas,Jeep,Wrangler,51000,40000,Clean,1,2021
Blue,Excellent,6,4Wd,Gas,Infiniti,Qx60,122000,13700,Clean,1,2015
Black,Excellent,8,4Wd,Gas,Chevrolet,Silverado,71000,31300,Clean,1,2020
Black,Excellent,8,4Wd,Gas,Gmc,Sierra,120000,11900,Clean,1,2014
White,Good,4,Fwd,Gas,Nissan,Altima,130000,3900,Rebuilt,1,2010
Black,Good,4,Fwd,Gas,Nissan,Versa,48000,5999,Rebuilt,1,2015
Grey,Like New,4,Fwd,Gas,Chevrolet,Cruze,16200,11700,Rebuilt,1,2018
White,Like New,6,4Wd,Gas,Jeep,Grand,97000,15500,Clean,1,2014
White,Like New,6,4Wd,Gas,Jeep,Grand,9700,15500,Clean,1,2014
Grey,Like New,6,Fwd,Gas,Toyota,4Runner,17800,10500,Clean,1,2007
Black,Like New,4,Fwd,Gas,Nissan,Rogue,59000,12800,Rebuilt,1,2019
Blue,Like New,4,4Wd,Gas,Hyundai,Tucson,99800,11400,Clean,1,2016
Silver,Good,6,4Wd,Gas,Mazda,Cx,148000,3150,Clean,1,2008
Grey,Good,6,4Wd,Gas,Honda,Pilot,135000,17500,Clean,1,2016
Grey,Excellent,4,Fwd,Gas,Audi,A4,86433,17880,Clean,1,2017
White,Good,6,Rwd,Gas,Ford,E150,159000,6200,Clean,1,2006
Silver,Excellent,8,Fwd,Gas,Cadillac,Dts,96456,3950,Clean,1,2008
White,Excellent,6,Fwd,Gas,Dodge,Grand,135000,5800,Rebuilt,1,2010
Blue,Excellent,4,Fwd,Gas,Nissan,Versa,150000,5990,Clean,1,2013
White,Excellent,6,Rwd,Gas,Ford,Ranger,135000,13900,Clean,1,2011
Silver,Good,6,Fwd,Gas,Nissan,Quest,167000,2800,Clean,1,2004
Grey,Fair,4,Fwd,Gas,Nissan,Altima,117604,4000,Rebuilt,1,2015
Grey,Excellent,8,Rwd,Gas,Ford,Mustang,76000,29000,Clean,0,2003
Blue,Good,4,Fwd,Gas,Audi,A3,132070,6500,Clean,1,2009
Blue,Excellent,6,Rwd,Gas,Bmw,3,118000,12500,Rebuilt,1,2015
Silver,Like New,8,Rwd,Gas,Dodge,Ram,120000,11500,Clean,1,2012
White,Good,8,Rwd,Gas,Chevrolet,Tahoe,117000,8500,Clean,1,2008
White,Good,4,Rwd,Gas,Toyota,Tacoma,159780,8500,Clean,0,2009
White,Excellent,4,Fwd,Gas,Nissan,Nv200,109855,8300,Clean,1,2017
White,Excellent,8,4Wd,Gas,Ford,F150,113000,4990,Clean,1,2007
White,Like New,4,Fwd,Gas,Ford,Escape,74000,12900,Clean,1,2017
Grey,Excellent,6,Rwd,Gas,Chevrolet,Camaro,61101,27500,Lien,1,2020
Black,Good,4,Fwd,Gas,Toyota,Corolla,94080,8000,Clean,1,2010
White,Excellent,6,4Wd,Gas,Porsche,Cayenne,78500,20000,Clean,1,2013
White,Excellent,6,4Wd,Gas,Honda,Ridgeline,116000,8900,Clean,1,2006
White,Excellent,8,Rwd,Gas,Ford,E150,150000,8500,Clean,1,2006
Silver,Excellent,4,Fwd,Gas,Honda,Element,175000,3990,Clean,1,2004
Blue,Excellent,8,4Wd,Gas,Porsche,Cayenne,68000,10000,Clean,1,2004
Grey,Good,8,Rwd,Gas,Chevrolet,Corvette,27090,9200,Clean,1,1986
White,Good,4,Fwd,Gas,Ford,Focus,139878,5300,Clean,1,2015
Grey,Fair,4,Fwd,Gas,Honda,Accord,226000,3500,Clean,1,2008
Grey,Like New,4,Fwd,Gas,Nissan,Altima,130000,4500,Clean,1,2006
Blue,Excellent,4,4Wd,Gas,Honda,Odyssey,210000,5500,Clean,1,2008
Blue,Excellent,4,Fwd,Gas,Volkswagen,Jetta,137000,3600,Clean,1,2008
Black,Excellent,8,4Wd,Gas,Chevrolet,Tahoe,200000,14999,Clean,1,2015
Brown,Fair,6,Rwd,Gas,Mercedes,Ml350,154000,2800,Clean,1,2004
Orange,Like New,8,Rwd,Gas,Nissan,Titan,72000,25900,Rebuilt,1,2018
Black,Like New,4,Fwd,Gas,Honda,Civic,22000,17500,Rebuilt,1,2021
Black,Good,8,4Wd,Gas,Hummer,H2,183000,18000,Clean,1,2007
Black,Like New,4,Fwd,Gas,Ford,Escape,131000,7800,Clean,1,2014
White,Fair,6,Fwd,Gas,Nissan,Altima,99400,1700,Rebuilt,1,2009
Silver,Like New,4,Fwd,Gas,Dodge,Grand,176182,9900,Clean,1,2018
Black,Good,8,Fwd,Gas,Chevrolet,Corvette,116033,6000,Clean,0,1989
Black,Good,10,4Wd,Gas,Dodge,Ram,188000,23000,Clean,1,1999
White,Good,6,4Wd,Gas,Ford,Edge,55300,10900,Clean,1,2013
Red,Excellent,4,Fwd,Gas,Toyota,Corolla,170000,6700,Clean,1,2010
Black,Excellent,4,Fwd,Gas,Hyundai,Genesis,104000,8450,Rebuilt,1,2013
Silver,Excellent,4,Fwd,Gas,Honda,Civic,136000,7000,Clean,0,2013
White,Good,8,Fwd,Gas,Cadillac,Deville,109000,2500,Clean,1,2001
Blue,Excellent,4,Fwd,Gas,Nissan,Versa,150000,5990,Clean,1,2013
Silver,Like New,4,Fwd,Gas,Chevrolet,Spark,56588,7500,Rebuilt,1,2014
Blue,Excellent,4,4Wd,Gas,Audi,A4,106000,6900,Clean,1,2008
Silver,Excellent,4,Fwd,Hybrid,Hyundai,Sonata,93000,10500,Clean,1,2015
Grey,Excellent,6,Fwd,Gas,Toyota,Sienna,112000,18000,Clean,1,2017
Black,Good,4,Fwd,Gas,Nissan,Altima,80380,6800,Clean,0,2011
White,Good,4,4Wd,Gas,Nissan,Versa,182355,3000,Clean,1,2011
Black,Good,8,Rwd,Gas,Ford,Expedition,158962,5500,Clean,1,2004
Red,Good,4,Fwd,Gas,Hyundai,Elantra,130000,5500,Rebuilt,1,2013
White,Excellent,6,Fwd,Gas,Buick,Enclave,131000,5500,Clean,1,2010
Black,Like New,6,Fwd,Gas,Infiniti,Qx60,103000,14900,Clean,1,2017
Silver,Good,8,Rwd,Gas,Ford,F250,256000,1900,Clean,1,2005
Black,Excellent,5,4Wd,Gas,Hummer,H3,156100,10000,Clean,1,2007
Custom,Like New,8,Rwd,Gas,Lincoln,Town,38000,17500,Clean,1,2004
White,Excellent,6,Fwd,Gas,Chrysler,200,58800,7000,Clean,1,2011
Black,Excellent,6,Fwd,Gas,Honda,Odyssey,110000,10500,Clean,1,2013
White,Excellent,6,Fwd,Gas,Nissan,Maxima,126256,10500,Rebuilt,1,2016
Blue,Fair,6,4Wd,Gas,Bmw,X3,90000,2000,Clean,1,2008
White,Good,8,4Wd,Diesel,Ford,F250,270000,10500,Clean,1,1999
Black,Excellent,4,Fwd,Gas,Honda,Civic,170000,3400,Clean,0,2006
Brown,Good,4,Fwd,Gas,Hyundai,Sonata,26450,11495,Rebuilt,1,2016
Black,Excellent,4,Fwd,Gas,Nissan,Versa,101000,5500,Clean,1,2016
Silver,Good,4,Fwd,Gas,Chrysler,Pt,95332,2995,Rebuilt,1,2007
White,Excellent,4,Rwd,Gas,Chevrolet,Colorado,130,5000,Clean,1,2008
Brown,Excellent,6,Fwd,Gas,Dodge,Grand,117000,4400,Clean,1,2008
Grey,Good,4,Fwd,Gas,Ford,Focus,73000,8000,Rebuilt,1,2017
White,Like New,8,Rwd,Gas,Toyota,Tundra,131000,14200,Clean,1,2014
Silver,Excellent,4,Rwd,Gas,Toyota,Camry,82000,10400,Rebuilt,1,2012
Black,Like New,4,Fwd,Gas,Hyundai,Tucson,28272,17000,Clean,1,2018
White,Good,4,Fwd,Gas,Volkswagen,Golf,92026,7000,Clean,1,2012
Blue,Good,4,Fwd,Gas,Mazda,5,93200,6700,Clean,1,2012
Silver,Good,6,Fwd,Gas,Lexus,Rx,121000,4500,Clean,1,2005
Black,Salvage,6,4Wd,Gas,Ford,F150,29000,16999,Rebuilt,1,2020
White,Good,8,Rwd,Gas,Chevrolet,Tahoe,220279,6900,Clean,1,2004
White,Excellent,8,Rwd,Gas,Ford,F150,188000,15500,Rebuilt,1,2015
White,Excellent,8,Rwd,Gas,Ford,Crown,143792,5400,Clean,1,2009
Blue,Excellent,4,Fwd,Gas,Honda,Civic,157086,7900,Clean,1,2011
Red,Good,8,Rwd,Gas,Dodge,Ram,181027,6900,Clean,1,2006
Grey,Excellent,6,4Wd,Diesel,Jeep,Wrangler,20000,39989,Clean,1,2021
Grey,Excellent,4,Fwd,Diesel,Volkswagen,Golf,101000,8900,Clean,1,2011
Black,Like New,4,Fwd,Gas,Kia,Soul,102000,6750,Rebuilt,1,2015
Silver,Like New,4,Fwd,Gas,Nissan,Versa,69900,5700,Rebuilt,1,2012
White,Good,4,Fwd,Gas,Volkswagen,Cc,118327,7700,Clean,1,2010
Black,Excellent,4,Fwd,Gas,Nissan,Rogue,106000,5200,Rebuilt,1,2013
White,Like New,4,Fwd,Gas,Nissan,Rogue,56400,10900,Rebuilt,1,2018
Black,Like New,6,Fwd,Gas,Lincoln,Mkz,145000,8500,Clean,1,2012
Silver,Like New,6,Fwd,Gas,Chevrolet,Impala,99000,6500,Clean,1,2008
White,Excellent,8,4Wd,Gas,Ford,F150,185000,14900,Clean,1,2015
White,Excellent,4,Rwd,Gas,Bmw,X1,106000,9900,Clean,1,2014
Black,Like New,4,Fwd,Gas,Kia,Forte,109000,8900,Clean,1,2015
Black,Excellent,4,Fwd,Gas,Volkswagen,Tiguan,23000,11500,Rebuilt,1,2021
Black,Excellent,4,Fwd,Gas,Ford,Fiesta,106000,9900,Clean,0,2014
Grey,Excellent,4,Fwd,Gas,Hyundai,Veloster,89000,9900,Clean,1,2013
Black,Excellent,6,4Wd,Gas,Chevrolet,Silverado,123700,25000,Clean,1,2018
White,Good,4,Fwd,Gas,Toyota,Rav4,67000,3500,Clean,1,1999
Blue,Like New,4,Fwd,Gas,Volkswagen,Jetta,137000,3700,Clean,1,2008
Silver,Excellent,4,Fwd,Hybrid,Toyota,Prius,47000,21400,Rebuilt,1,2017
Silver,Like New,6,4Wd,Gas,Toyota,Tacoma,3500,24900,Rebuilt,1,2020
Silver,Excellent,8,Fwd,Gas,Hummer,H2,150000,14900,Clean,1,2003
White,Excellent,6,Rwd,Gas,Chevrolet,Express,239643,11900,Clean,1,2014
Red,Good,4,Fwd,Gas,Nissan,Sentra,60000,4500,Rebuilt,1,2012
Black,Fair,4,Fwd,Gas,Nissan,Sentra,110000,3500,Rebuilt,1,2009
Black,Fair,5,Fwd,Gas,Toyota,Camry,165000,1800,Clean,1,2008
Brown,Good,4,Fwd,Gas,Nissan,Altima,129000,9500,Clean,1,2017
Black,Good,4,Fwd,Gas,Nissan,Altima,128000,8500,Rebuilt,1,2017
Red,Good,4,Fwd,Gas,Nissan,Altima,112000,7500,Rebuilt,1,2016
White,Excellent,6,Rwd,Gas,Chevrolet,Express,174000,3950,Clean,1,1997
White,Good,0,Fwd,Electric,Nissan,Leaf,85250,5800,Clean,1,2013
Silver,Excellent,4,4Wd,Gas,Bmw,528I,130000,8900,Clean,1,2012
Silver,Excellent,6,4Wd,Diesel,Dodge,Ram,156556,32900,Clean,1,2006
Grey,Good,6,Fwd,Gas,Toyota,Sienna,193000,3900,Clean,1,2006
Black,Excellent,4,Fwd,Gas,Honda,Civic,112000,7950,Clean,0,2012
Red,Excellent,4,Fwd,Gas,Hyundai,Elantra,126999,7900,Clean,1,2010
Black,Good,6,Rwd,Gas,Bmw,M4,56000,25000,Rebuilt,1,2017
Silver,Good,4,4Wd,Gas,Chevrolet,Equinox,142894,3500,Clean,1,2010
Blue,Good,8,4Wd,Gas,Jeep,Grand,89000,9500,Clean,1,1986
White,Good,8,Rwd,Gas,Ford,F150,250000,7800,Clean,1,2013
Blue,Fair,6,Rwd,Gas,Ford,Mustang,102606,2200,Clean,1,2010
Blue,Excellent,6,4Wd,Gas,Bmw,X5,112000,10500,Clean,1,2011
White,Excellent,6,Rwd,Gas,Infiniti,Q50,119000,11500,Rebuilt,1,2014
Red,Good,6,4Wd,Gas,Jeep,Wrangler,163000,13000,Clean,1,2006
Silver,Good,6,Fwd,Gas,Chrysler,Town,147000,8600,Clean,1,2014
Silver,Excellent,4,Fwd,Gas,Ford,Focus,106000,7900,Clean,1,2015
White,Good,6,Fwd,Gas,Ford,Mustang,150000,5500,Clean,1,2006
Black,Like New,4,Fwd,Gas,Nissan,Sentra,61869,8600,Rebuilt,1,2019
White,Good,4,Fwd,Gas,Nissan,Rogue,66000,10680,Clean,1,2016
Blue,Fair,4,Fwd,Gas,Toyota,Matrix,240000,2900,Clean,1,2006
White,Excellent,8,Fwd,Gas,Chevrolet,Camaro,96000,2500,Clean,1,2000
Black,Excellent,4,Fwd,Hybrid,Toyota,Prius,134300,8900,Clean,1,2015
White,Excellent,8,Rwd,Gas,Dodge,Ram,99900,22950,Clean,1,1992
Silver,Excellent,8,Rwd,Gas,Mercedes,Sl500,96000,9300,Clean,1,2003
Silver,Excellent,4,4Wd,Gas,Volkswagen,Cc,138000,6550,Clean,1,2012
Black,Excellent,8,Rwd,Gas,Mercedes,Sl500,42500,19750,Clean,1,2005
Black,Good,8,Rwd,Gas,Ford,F150,261300,6500,Clean,1,1993
Blue,Good,6,Rwd,Gas,Ford,Mustang,188000,6000,Clean,0,2010
Red,Excellent,4,Fwd,Gas,Nissan,Altima,171000,4300,Rebuilt,1,2010
White,Good,8,Rwd,Diesel,Ford,F250,195000,10500,Clean,1,2003
White,Good,4,Rwd,Gas,Ford,Ranger,160000,3500,Clean,1,2011
Grey,Excellent,10,4Wd,Gas,Ford,F250,156967,19500,Clean,1,2001
White,Like New,4,Fwd,Gas,Nissan,Versa,61980,9000,Clean,1,2017
Black,Excellent,8,Rwd,Gas,Mercedes,S550,114879,23900,Clean,1,2014
White,Good,4,Fwd,Gas,Chevrolet,Cruze,130000,4800,Clean,1,2011
Black,Excellent,4,Fwd,Gas,Nissan,Sentra,42611,12500,Clean,1,2017
Black,Fair,4,Fwd,Hybrid,Chevrolet,Volt,50949,13000,Clean,1,2013
Silver,Like New,4,Fwd,Gas,Chrysler,200,73000,8000,Clean,1,2014
White,Good,4,Fwd,Gas,Chrysler,200,149,5000,Clean,1,2012
Black,Excellent,6,Fwd,Gas,Cadillac,Srx,165,7500,Clean,1,2012
Black,Like New,4,Fwd,Gas,Nissan,Versa,137054,4300,Clean,1,2012
Silver,Excellent,4,4Wd,Gas,Subaru,Forester,84470,19500,Clean,1,2015
Brown,Excellent,8,Fwd,Diesel,Ford,Excursion,249900,17500,Clean,1,2002
Black,Fair,6,Fwd,Gas,Bmw,5,199000,1400,Clean,0,2002
Black,Good,4,Fwd,Gas,Hyundai,Sonata,70000,7500,Clean,1,2013
Brown,Excellent,4,Fwd,Gas,Chevrolet,Malibu,108385,5900,Clean,1,2012
Custom,Good,4,Rwd,Gas,Toyota,Camry,171000,2400,Clean,1,1998
Grey,Excellent,4,Fwd,Gas,Nissan,Altima,142625,4900,Clean,1,2009
Red,Good,4,Fwd,Gas,Bmw,325Ci,142200,7500,Clean,1,2004
Brown,Excellent,6,Fwd,Gas,Honda,Accord,105000,6500,Clean,1,2004
White,Good,10,Rwd,Gas,Ford,E350,220000,10000,Clean,1,2011
Blue,Excellent,4,Fwd,Gas,Toyota,Corolla,180000,5400,Clean,1,2005
Blue,Excellent,4,Fwd,Gas,Nissan,Altima,28500,12900,Rebuilt,1,2018
White,Good,6,Rwd,Gas,Ford,F150,300000,5800,Clean,1,2011
Grey,Excellent,4,Rwd,Gas,Kia,Sorento,76000,11000,Rebuilt,1,2016
Silver,Good,8,4Wd,Gas,Mercedes,S500,192000,4500,Rebuilt,1,2003
Custom,Good,6,4Wd,Gas,Chevrolet,Astro,155000,8500,Clean,1,2005
Grey,Like New,6,Fwd,Gas,Nissan,Murano,20500,25990,Rebuilt,1,2021
Grey,Excellent,4,Fwd,Gas,Honda,Accord,175000,6400,Rebuilt,1,2011
Grey,Like New,4,Fwd,Gas,Hyundai,Elantra,64000,9495,Clean,1,2017
Silver,Excellent,6,4Wd,Gas,Jeep,Wrangler,111000,24500,Rebuilt,1,2012
Grey,Good,6,Rwd,Gas,Bmw,328I,177000,4500,Clean,1,2009
White,Excellent,8,Rwd,Gas,Ford,F150,126000,5500,Clean,1,2005
Black,Good,4,Fwd,Gas,Honda,Civic,91000,4200,Clean,1,2002
White,Fair,6,Rwd,Gas,Chevrolet,Impala,168694,1800,Clean,1,2007
Silver,Like New,4,Fwd,Gas,Chevrolet,Spark,56588,7500,Rebuilt,1,2014
Silver,Excellent,5,Rwd,Gas,Volvo,S60,135653,7900,Clean,1,2012
Grey,Excellent,4,Fwd,Gas,Toyota,Camry,93272,3850,Clean,1,2004
White,Excellent,4,Rwd,Gas,Mercedes,C250,118000,10000,Clean,1,2013
Grey,Like New,3,Fwd,Gas,Nissan,Rogue,11500,21900,Rebuilt,1,2022
Silver,Excellent,6,Fwd,Gas,Chrysler,Town,154150,6950,Clean,1,2013
White,Excellent,8,Rwd,Diesel,Ford,F450,1,30000,Salvage,1,2007
Black,Like New,8,4Wd,Gas,Hummer,H2,97000,25000,Clean,1,2006
Silver,Like New,4,Fwd,Gas,Nissan,Versa,71647,7400,Rebuilt,1,2015
Black,Like New,4,Fwd,Gas,Hyundai,Sonata,75601,8500,Rebuilt,1,2016
Blue,Good,6,4Wd,Gas,Audi,Q5,50102,24000,Rebuilt,1,2019
Black,Good,8,Fwd,Gas,Lincoln,Town,242000,4199,Clean,1,2006
Blue,Excellent,4,Rwd,Gas,Mercedes,C250,138693,7700,Clean,1,2012
Black,Good,8,Rwd,Gas,Dodge,Ram,150000,5700,Clean,1,2006
Grey,Excellent,6,4Wd,Diesel,Dodge,Ram,256000,19000,Clean,1,2007
Black,Excellent,6,Rwd,Gas,Mercedes,C300,123932,6800,Clean,1,2008
White,Good,6,Fwd,Gas,Pontiac,G6,72500,9500,Clean,1,2009
Red,Good,6,Rwd,Gas,Bmw,335I,51669,10000,Clean,1,2008
Grey,Good,4,Fwd,Gas,Nissan,Altima,85000,5500,Rebuilt,1,2015
Red,Salvage,4,Fwd,Gas,Nissan,Rogue,93888,5000,Rebuilt,1,2016
Black,Excellent,4,Fwd,Gas,Honda,Civic,123000,6500,Clean,1,1997
White,Like New,4,Rwd,Gas,Bmw,Z3,26800,15850,Clean,0,1998
Grey,Like New,4,4Wd,Gas,Chevrolet,Impala,90000,16000,Clean,1,2018
White,Good,4,Fwd,Gas,Kia,Optima,57000,12500,Rebuilt,1,2018
White,Excellent,6,Fwd,Gas,Ford,Edge,65000,20000,Clean,1,2018
Silver,Excellent,4,Fwd,Gas,Nissan,Rogue,88000,12900,Clean,1,2018
Green,Excellent,4,Fwd,Gas,Toyota,Corolla,158000,6500,Clean,1,2009
Silver,Excellent,4,Fwd,Hybrid,Toyota,Prius,180076,5000,Clean,1,2009
White,Salvage,6,Rwd,Gas,Bmw,328I,165000,1500,Rebuilt,1,2008
Blue,Good,6,4Wd,Gas,Audi,Q5,58600,12500,Clean,1,2009
Red,Excellent,6,Rwd,Gas,Cadillac,Srx,160535,6500,Clean,1,2012
Silver,Fair,4,Rwd,Diesel,Dodge,Ram,266677,12500,Clean,1,2006
Silver,Excellent,4,Fwd,Gas,Nissan,Rogue,48500,12700,Rebuilt,1,2018
Silver,Excellent,4,Fwd,Gas,Nissan,Sentra,31207,8700,Rebuilt,1,2017
Black,Good,6,Fwd,Gas,Lexus,Es,134619,5500,Clean,1,2010
