Color,Condition,Cylinders,Drive,Fuel,Make,Model,Odometer,Price,Title,Transmission_Automatic,Year
Blue,Good,8,4Wd,Hybrid,Toyota,Highlander,264000,3200,Clean,1,2006
White,Excellent,4,Fwd,Gas,Ford,Edge,113100,7500,Clean,1,2010
Black,Excellent,4,4Wd,Gas,Subaru,Forester,74000,22500,Clean,1,2016
Silver,Like New,6,Fwd,Gas,Dodge,Charger,128000,5500,Clean,1,2010
Silver,Excellent,6,4Wd,Gas,Jeep,Wrangler,70000,18000,Clean,1,2004
White,Excellent,8,Rwd,Gas,Ford,F150,128000,6000,Clean,1,2000
Blue,Like New,0,4Wd,Electric,Tesla,Model S,80600,29500,Clean,1,2016
White,Excellent,6,Fwd,Gas,Buick,Regal,101000,5500,Clean,1,1994
Black,Excellent,8,4Wd,Gas,Porsche,Cayenne,126000,16999,Clean,1,2006
White,Excellent,8,Rwd,Gas,Dodge,Challenger,66067,24000,Clean,0,2011
White,Like New,6,4Wd,Gas,Ford,Ranger,98000,15000,Clean,1,2010
White,Good,6,4Wd,Gas,Toyota,Tacoma,222658,18500,Clean,1,2007
Black,Excellent,8,Rwd,Gas,Lexus,Ls,196000,8900,Clean,1,2007
Black,Excellent,8,Rwd,Gas,Dodge,Dakota,233,3800,Clean,1,1999
Silver,Good,6,Fwd,Gas,Dodge,Grand,66775,15500,Clean,1,2003
Red,Good,4,4Wd,Gas,Subaru,Forester,114757,8000,Clean,1,2011
Blue,Good,4,Fwd,Gas,Nissan,Versa,181000,5200,Clean,0,2013
Grey,Excellent,6,4Wd,Gas,Toyota,Tacoma,49000,26500,Clean,1,2011
White,Excellent,4,4Wd,Gas,Mercedes,Sl500,31660,25000,Clean,1,2006
Black,Good,8,4Wd,Diesel,Ford,F350,157200,25000,Clean,1,2005
Grey,Good,6,4Wd,Gas,Mercedes,C300,162000,6995,Clean,1,2009
Orange,Excellent,4,Fwd,Gas,Hyundai,Tucson,72000,15950,Rebuilt,1,2016
Silver,Excellent,4,Fwd,Gas,Toyota,Prius,118000,18500,Clean,1,2017
Red,Like New,6,Fwd,Gas,Honda,Odyssey,101000,27500,Clean,1,2019
Grey,Good,8,Fwd,Gas,Volkswagen,Jetta,130000,6400,Clean,1,2011
Green,Good,8,Rwd,Gas,Ford,E150,74000,1999,Clean,1,1990
White,Like New,6,4Wd,Gas,Toyota,Tacoma,12800,45000,Clean,1,2021
Brown,Good,6,Rwd,Gas,Kia,Sorento,141000,5000,Clean,1,2005
Silver,Good,4,Fwd,Gas,Pontiac,G6,187500,3900,Clean,1,2006
Blue,Like New,6,Fwd,Gas,Dodge,Grand,44000,13300,Rebuilt,1,2019
Grey,Excellent,6,Rwd,Gas,Bmw,335I,11000,8500,Clean,1,2008
Black,Good,6,4Wd,Diesel,Dodge,Ram,216000,30000,Lien,1,2012
White,Fair,8,Rwd,Gas,Dodge,Avenger,200000,2000,Clean,1,2008
Black,Like New,8,4Wd,Gas,Gmc,Yukon,112000,22500,Clean,1,2017
Grey,Excellent,8,Fwd,Gas,Ford,F150,112245,25500,Clean,1,2017
Blue,Good,8,Rwd,Gas,Gmc,Sierra,12000,18000,Clean,1,1984
White,Good,4,Fwd,Gas,Scion,Xb,126000,4500,Clean,1,2012
White,Excellent,4,Fwd,Gas,Dodge,Dart,128000,7400,Clean,1,2014
White,Excellent,6,Rwd,Gas,Dodge,Ram,107000,15800,Clean,1,2018
Black,Good,8,4Wd,Gas,Jeep,Grand,66000,32000,Clean,1,2017
White,Excellent,8,Rwd,Gas,Chevrolet,Tahoe,91000,33000,Clean,1,2016
Grey,Excellent,4,Fwd,Gas,Honda,Accord,47000,28500,Clean,1,2018
White,Excellent,8,4Wd,Diesel,Ford,F450,215000,25500,Clean,1,2015
White,Excellent,6,Rwd,Gas,Ford,F150,127265,14500,Clean,1,2016
Black,Good,12,Rwd,Gas,Chevrolet,Tahoe,250000,9000,Clean,1,1998
Black,Excellent,4,Fwd,Gas,Ford,Focus,92000,3750,Clean,1,2001
Red,Excellent,6,Rwd,Gas,Bmw,Z3,140000,9500,Clean,0,1998
Black,Excellent,6,4Wd,Gas,Lexus,Gs,95356,16499,Clean,1,2011
White,Like New,8,4Wd,Diesel,Gmc,Sierra,184159,38900,Clean,1,2015
White,Good,5,Rwd,Gas,Hummer,H3,156000,11500,Clean,1,2007
White,New,4,4Wd,Hybrid,Honda,Crv,87000,19800,Clean,1,2015
Black,Excellent,6,Rwd,Gas,Infiniti,Q50,112000,10898,Clean,1,2017
White,Excellent,6,Rwd,Gas,Chevrolet,Colorado,33252,21995,Rebuilt,1,2021
Black,Excellent,4,Rwd,Gas,Mazda,Miata,85703,12500,Clean,0,2000
Black,Excellent,4,Rwd,Gas,Hyundai,Elantra,160000,3000,Clean,1,2004
Blue,Good,4,Fwd,Gas,Toyota,Camry,103000,20500,Clean,1,2019
Blue,Like New,8,Rwd,Gas,Mercury,Grand,34790,12500,Clean,1,2001
Black,Like New,8,Rwd,Gas,Dodge,Ram,34582,45000,Clean,1,2021
White,Like New,4,Fwd,Gas,Toyota,Rav4,80000,16900,Clean,1,2013
Silver,Like New,4,Rwd,Gas,Toyota,Camry,94000,16800,Clean,1,2017
Red,Good,6,Fwd,Gas,Chevrolet,Impala,147000,5000,Clean,1,2009
Grey,Like New,4,Fwd,Gas,Honda,Accord,106000,9800,Clean,1,2008
Silver,Good,6,Rwd,Gas,Toyota,Tacoma,170742,13400,Clean,1,2003
Red,Excellent,8,Rwd,Gas,Chevrolet,Camaro,91000,21000,Clean,1,1991
White,Excellent,8,4Wd,Gas,Ford,F150,129000,16500,Clean,1,2010
Grey,Good,4,Fwd,Gas,Honda,Accord,124225,12575,Salvage,1,2017
White,Like New,6,Fwd,Gas,Ford,F150,102000,19950,Clean,1,2013
Brown,Good,6,4Wd,Gas,Ford,Bronco,110000,4500,Clean,0,1984
Grey,Fair,6,Fwd,Gas,Honda,Odyssey,213000,2900,Clean,1,2005
White,Good,4,4Wd,Gas,Honda,Pilot,190000,9900,Clean,1,2013
White,Excellent,6,Rwd,Gas,Ford,Edge,147000,8500,Clean,1,2012
Grey,Like New,6,Fwd,Gas,Acura,Tl,128000,6800,Clean,1,2010
Black,Excellent,6,4Wd,Gas,Cadillac,Cts,108000,8000,Clean,1,2011
Black,Good,4,4Wd,Gas,Subaru,Impreza,130000,4100,Clean,0,2008
Black,Excellent,8,Rwd,Gas,Ford,F150,148000,18600,Clean,1,2007
White,Excellent,6,4Wd,Gas,Chevrolet,Silverado,120162,29000,Clean,1,2019
White,Excellent,4,Fwd,Diesel,Dodge,Ram,47000,52000,Clean,1,2019
Silver,Good,6,Fwd,Gas,Mercedes,E350,139000,4950,Clean,1,2011
Black,Excellent,4,Fwd,Gas,Ford,Taurus,178000,3100,Clean,1,2005
Green,Good,8,Rwd,Gas,Lincoln,Town,132000,6800,Clean,1,2006
Black,Good,6,Rwd,Gas,Cadillac,Cts,136740,7500,Clean,1,2009
White,Good,8,4Wd,Gas,Toyota,4Runner,240000,9200,Clean,1,2005
White,Excellent,8,4Wd,Diesel,Ford,F250,116000,50000,Clean,1,2020
Red,Good,6,Fwd,Gas,Pontiac,G6,160000,3999,Clean,1,2007
White,Excellent,6,Fwd,Gas,Chrysler,Sebring,150000,3999,Clean,1,2010
White,Like New,8,4Wd,Gas,Toyota,Tundra,53312,37000,Clean,1,2014
Red,Like New,6,Fwd,Gas,Jeep,Liberty,113000,8900,Clean,1,2010
Silver,Good,4,Fwd,Diesel,Volkswagen,Jetta,167599,4900,Clean,1,2005
White,Fair,6,4Wd,Gas,Toyota,4Runner,333000,4900,Clean,1,1999
Black,Good,6,4Wd,Gas,Cadillac,Cts,124482,6995,Clean,1,2008
Grey,Good,4,Rwd,Hybrid,Toyota,Prius,193800,6999,Clean,1,2010
Grey,Excellent,4,Fwd,Gas,Chevrolet,Equinox,114360,11000,Clean,1,2013
Silver,Excellent,6,Rwd,Gas,Dodge,Grand,67000,14875,Clean,1,2017
Grey,Salvage,6,4Wd,Gas,Jeep,Grand,70000,20000,Rebuilt,1,2017
Blue,Excellent,8,Rwd,Gas,Dodge,Charger,61123,6900,Clean,1,2006
Silver,Excellent,6,Fwd,Gas,Chevrolet,Traverse,192020,5900,Clean,1,2011
Red,Excellent,8,4Wd,Diesel,Gmc,Sierra,200000,26000,Clean,1,2013
Blue,Excellent,4,Fwd,Gas,Volkswagen,Cc,71000,8900,Clean,1,2013
Silver,Good,6,Fwd,Gas,Honda,Accord,144000,10500,Clean,1,2013
Grey,Like New,4,Fwd,Gas,Hyundai,Elantra,72000,11500,Rebuilt,1,2018
White,Fair,8,Rwd,Gas,Dodge,Durango,220000,3200,Clean,1,1999
Silver,Good,8,Rwd,Gas,Lexus,Ls,185000,9200,Clean,1,2007
Blue,Fair,6,Rwd,Gas,Dodge,Dakota,188000,2000,Clean,0,1998
Silver,Excellent,4,Fwd,Gas,Scion,Xb,165000,7500,Clean,1,2012
Silver,Like New,4,Fwd,Gas,Toyota,Camry,95000,19900,Clean,1,2020
Black,Like New,8,4Wd,Gas,Dodge,Durango,128000,19900,Clean,1,2014
Silver,Excellent,4,Fwd,Gas,Chrysler,200,105000,8000,Clean,1,2012
Grey,Like New,4,Fwd,Gas,Volkswagen,Passat,120000,10900,Clean,1,2016
Silver,Good,8,Rwd,Gas,Lexus,Ls,185000,9200,Clean,1,2007
Silver,Good,4,Fwd,Gas,Mitsubishi,Outlander,99000,12500,Clean,1,2016
Black,Excellent,4,Fwd,Gas,Mini Cooper,S,153191,6800,Clean,1,2012
Grey,Excellent,0,Rwd,Electric,Tesla,Model 3,83471,32500,Clean,1,2020
White,Good,6,Fwd,Gas,Chevrolet,Silverado,172000,6750,Clean,1,2003
White,Excellent,8,4Wd,Diesel,Ford,F350,17697,28000,Clean,1,2009
White,Excellent,8,4Wd,Gas,Gmc,Sierra,59000,35000,Clean,1,2016
Silver,Good,8,4Wd,Diesel,Ford,F250,226150,8500,Clean,1,2003
Brown,Good,8,4Wd,Gas,Jeep,Wrangler,129923,18999,Clean,1,2013
White,Excellent,6,Rwd,Gas,Chevrolet,Colorado,11381,16600,Clean,1,2012
Yellow,Excellent,10,Rwd,Gas,Dodge,Ram,4600,54900,Clean,0,2005
Grey,Fair,6,Rwd,Gas,Nissan,Xterra,170500,1750,Clean,1,2005
Green,Excellent,8,Rwd,Gas,Ford,Mustang,54725,23000,Clean,0,2008
Purple,Like New,4,Fwd,Gas,Kia,Optima,78000,9200,Salvage,1,2018
Black,Excellent,6,Fwd,Gas,Ford,Explorer,70000,16900,Rebuilt,1,2017
White,Good,6,Fwd,Gas,Ford,Transit,130000,15500,Clean,1,2016
Grey,Fair,6,4Wd,Gas,Hyundai,Tucson,166100,3700,Clean,1,2006
Silver,Fair,4,Fwd,Diesel,Chevrolet,Silverado,340000,20000,Clean,1,2006
Silver,Excellent,8,Rwd,Gas,Chevrolet,Corvette,52000,18000,Clean,1,1998
Red,Good,4,Fwd,Gas,Toyota,Camry,260000,3750,Clean,1,2005
Grey,Good,4,Fwd,Gas,Toyota,Corolla,180000,5500,Clean,0,2008
Green,Excellent,4,Fwd,Gas,Toyota,Prius,156450,9999,Clean,1,2008
Silver,Fair,4,4Wd,Gas,Subaru,Forester,220000,2000,Clean,1,2009
White,Good,4,Rwd,Diesel,Ford,F550,170000,10500,Clean,0,2007
White,Like New,4,4Wd,Gas,Audi,Q5,103000,15000,Clean,1,2014
White,Like New,4,Fwd,Gas,Ford,Edge,49000,15900,Salvage,1,2017
Orange,Good,6,Rwd,Gas,Nissan,350Z,72001,11500,Clean,1,2005
White,Excellent,6,Fwd,Gas,Jeep,Patriot,93000,10500,Rebuilt,1,2017
White,Excellent,6,Fwd,Gas,Ford,Edge,216000,5800,Clean,1,2010
White,Good,8,4Wd,Diesel,Ford,F350,220733,35000,Clean,1,2016
Red,Excellent,8,Rwd,Gas,Dodge,Challenger,150000,24900,Clean,1,2012
White,Good,8,Rwd,Gas,Ford,F250,160000,9000,Clean,1,2008
Red,Good,6,4Wd,Gas,Toyota,Land,244500,12450,Clean,1,1991
Grey,Excellent,6,Fwd,Gas,Honda,Accord,44000,26000,Clean,1,2017
White,Good,4,Fwd,Gas,Nissan,Altima,221000,3500,Clean,1,2003
White,Good,4,Fwd,Gas,Volkswagen,Eurovan,200000,19500,Clean,1,1997
White,Good,8,4Wd,Gas,Gmc,Sierra,49990,45999,Clean,1,2017
Silver,Like New,8,4Wd,Gas,Chevrolet,Silverado,140000,23000,Clean,1,2014
Blue,Excellent,4,4Wd,Gas,Audi,A6,114000,17500,Clean,1,2016
Silver,Like New,8,4Wd,Gas,Dodge,Ram,121000,12500,Rebuilt,1,2011
Red,Excellent,6,4Wd,Gas,Jeep,Wrangler,182816,22500,Clean,1,2014
Black,Good,6,Fwd,Gas,Chevrolet,Impala,111125,7300,Clean,1,2015
Black,Excellent,4,Fwd,Gas,Jeep,Patriot,145121,8700,Clean,1,2017
Black,Excellent,6,Fwd,Gas,Hyundai,Genesis,149000,7900,Clean,1,2010
Silver,Excellent,8,4Wd,Diesel,Ford,F350,100,17995,Clean,1,2008
Black,Excellent,4,4Wd,Hybrid,Ford,Fusion,113000,10800,Clean,1,2016
White,Good,4,Rwd,Gas,Honda,Crv,139600,8000,Clean,1,2009
White,Good,8,4Wd,Diesel,Ford,F350,269000,17000,Clean,1,2005
Grey,Good,6,Rwd,Gas,Scion,Tc,200000,4600,Clean,0,2009
Black,Good,8,Rwd,Gas,Nissan,Armada,125200,9500,Clean,1,2011
Grey,Excellent,6,Fwd,Gas,Ford,Edge,52000,16500,Rebuilt,1,2018
Blue,Excellent,4,Fwd,Gas,Chevrolet,Equinox,66600,21000,Clean,1,2019
Blue,Excellent,6,Rwd,Gas,Chevrolet,Silverado,93000,26500,Clean,1,2015
Red,Excellent,6,Rwd,Gas,Ford,F150,96000,19800,Clean,1,2012
Brown,Excellent,4,Fwd,Gas,Ford,Ranger,100000,6500,Clean,1,2002
Black,Good,8,Rwd,Gas,Chevrolet,Silverado,198000,10000,Clean,1,2005
Black,Excellent,8,4Wd,Gas,Chevrolet,Suburban,92000,31900,Rebuilt,1,2019
Black,Like New,8,Rwd,Gas,Chevrolet,Camaro,23000,15000,Clean,0,1995
Black,Excellent,8,4Wd,Gas,Cadillac,Escalade,169000,29000,Clean,1,2015
Red,Good,4,Fwd,Gas,Honda,Civic,97787,7250,Clean,0,2007
White,Excellent,6,Fwd,Gas,Dodge,Journey,90733,12500,Clean,1,2017
White,Good,8,Rwd,Gas,Ford,F250,122671,12800,Clean,1,2016
Black,Excellent,6,4Wd,Gas,Jeep,Grand,121000,5400,Clean,1,2008
Silver,Good,8,Rwd,Gas,Ford,F150,158000,6300,Clean,1,2007
Silver,Excellent,6,4Wd,Gas,Toyota,4Runner,90006,17000,Clean,1,2001
Silver,Excellent,6,Rwd,Gas,Honda,Accord,139000,11900,Clean,1,2010
Silver,Good,6,Rwd,Gas,Mercedes,E320,172000,2500,Clean,1,1999
White,Excellent,8,4Wd,Gas,Dodge,Ram,85748,10000,Clean,1,2001
Black,Good,4,Rwd,Gas,Chevrolet,Cruze,135081,7000,Clean,1,2013
Silver,Excellent,8,Rwd,Gas,Chevrolet,Tahoe,69000,39750,Clean,1,2018
White,Excellent,4,Rwd,Gas,Mercedes,C300,38000,25990,Clean,1,2018
White,Excellent,6,Fwd,Gas,Chevrolet,Malibu,148123,2900,Clean,1,2002
Black,Good,8,4Wd,Gas,Ford,F150,234000,9500,Clean,1,2010
Grey,Good,8,Rwd,Gas,Chevrolet,Tahoe,192300,4700,Rebuilt,1,2006
Grey,Excellent,4,Fwd,Gas,Honda,Civic,35100,22999,Clean,1,2019
Silver,Excellent,6,Rwd,Gas,Dodge,Challenger,70000,23500,Clean,1,2016
Black,Excellent,8,Rwd,Gas,Bmw,750Li,72000,19975,Clean,1,2013
Blue,Good,6,4Wd,Gas,Honda,Pilot,200000,3500,Clean,1,2005
White,Good,8,Rwd,Gas,Ford,F150,119000,8500,Clean,1,2003
Red,Like New,6,4Wd,Gas,Toyota,Tacoma,21500,41500,Clean,1,2022
White,Like New,8,4Wd,Diesel,Ford,F250,180000,39500,Clean,1,2018
Blue,Excellent,4,Rwd,Gas,Volkswagen,Jetta,54400,7900,Clean,0,2000
Red,Excellent,4,Fwd,Gas,Kia,Optima,110000,7500,Salvage,1,2015
Black,Excellent,4,Fwd,Gas,Hyundai,Elantra,136,9800,Clean,1,2017
White,Good,4,Rwd,Gas,Ford,Taurus,111300,4000,Clean,1,2001
Black,Good,5,4Wd,Gas,Toyota,Tacoma,152000,10000,Clean,1,2003
Black,Excellent,8,4Wd,Gas,Ford,Expedition,154000,9800,Clean,1,2010
Blue,Excellent,4,Fwd,Gas,Honda,Crv,80000,18450,Clean,1,2015
White,Excellent,4,Fwd,Gas,Mercury,Grand,51068,9500,Clean,1,1996
White,Excellent,4,Rwd,Gas,Nissan,Altima,98000,7900,Rebuilt,1,2017
Red,Good,6,4Wd,Gas,Ford,Mustang,156655,1200,Clean,1,2002
Black,Excellent,8,Rwd,Gas,Chevrolet,Silverado,80000,14999,Clean,1,2005
Red,Good,4,Rwd,Gas,Ford,Fiesta,68000,7900,Rebuilt,1,2018
Blue,Excellent,6,Fwd,Gas,Chevrolet,Impala,180000,3900,Rebuilt,1,2011
Grey,Like New,4,Rwd,Gas,Chevrolet,Sonic,107000,6800,Clean,1,2012
White,Good,6,Rwd,Hybrid,Lexus,Rx,192000,9000,Clean,1,2010
Silver,Excellent,6,4Wd,Gas,Chevrolet,Trailblazer,185000,4900,Clean,1,2006
Blue,Good,5,Fwd,Gas,Volkswagen,Beetle,130000,4800,Clean,1,2003
Red,Like New,6,4Wd,Gas,Toyota,4Runner,47000,29900,Rebuilt,1,2021
White,Excellent,4,Fwd,Gas,Hyundai,Sonata,134665,10500,Clean,1,2017
Blue,Excellent,4,Rwd,Gas,Ford,Ranger,223815,6500,Clean,1,2007
Red,Excellent,6,Rwd,Gas,Lexus,Es,62000,14950,Rebuilt,1,2013
Black,Good,4,Rwd,Gas,Volkswagen,Cc,158650,5950,Clean,1,2011
Black,Excellent,8,4Wd,Gas,Bmw,650I,56172,14500,Clean,1,2007
White,Good,6,Fwd,Gas,Acura,Tl,180000,7500,Clean,1,2010
Black,Like New,8,Rwd,Gas,Ford,Mustang,85000,20000,Clean,0,2005
Black,Excellent,6,Fwd,Gas,Mercedes,Ml350,123000,16500,Clean,1,2014
Grey,Excellent,6,Rwd,Gas,Dodge,Journey,113500,8750,Clean,1,2015
White,Good,6,Fwd,Gas,Chevrolet,Silverado,172000,6950,Clean,1,2003
Green,Excellent,4,Rwd,Hybrid,Toyota,Prius,80000,12600,Rebuilt,1,2015
White,Good,8,4Wd,Diesel,Ford,F350,175000,14000,Rebuilt,1,2008
Black,Excellent,8,Rwd,Gas,Mercedes,S550,125800,18500,Clean,1,2013
Silver,Excellent,6,Fwd,Gas,Lexus,Es,110000,10900,Clean,1,2007
Black,Excellent,8,Rwd,Gas,Ford,Mustang,27000,16500,Clean,0,1997
Silver,Like New,12,Rwd,Gas,Ford,Fusion,10500,22900,Clean,1,2020
White,Like New,6,4Wd,Gas,Ford,F150,36650,45000,Lien,1,2017
Black,Excellent,4,Fwd,Gas,Nissan,Sentra,38000,12500,Clean,1,2013
Black,Excellent,8,4Wd,Gas,Gmc,Yukon,130000,9900,Clean,1,2006
Silver,Like New,6,Rwd,Gas,Dodge,Grand,130000,5900,Clean,1,2008
Blue,Like New,4,Fwd,Gas,Volkswagen,Gti,25930,31500,Clean,0,2019
Black,Excellent,4,Rwd,Gas,Porsche,Boxster,35500,22999,Clean,1,2006
Black,Good,4,4Wd,Gas,Jeep,Wrangler,140000,7000,Clean,0,2000
Black,Good,8,4Wd,Gas,Ford,Focus,81899,8500,Clean,1,2016
Silver,Good,6,Fwd,Gas,Ford,Taurus,94123,7950,Clean,1,2014
Silver,Excellent,8,4Wd,Gas,Ford,F150,91589,24500,Clean,1,2014
Black,Excellent,8,4Wd,Gas,Chevrolet,Silverado,108000,30000,Clean,1,2015
White,Excellent,6,Fwd,Gas,Chevrolet,Traverse,126000,14500,Clean,1,2017
Silver,Excellent,6,Fwd,Gas,Ford,Edge,15643,18000,Rebuilt,1,2018
White,Good,8,4Wd,Gas,Ford,F350,136000,25000,Clean,1,2011
Red,Excellent,6,Fwd,Gas,Volvo,S60,149000,5900,Clean,1,2008
Grey,Excellent,4,Fwd,Gas,Honda,Accord,197000,4200,Clean,1,2003
Silver,Good,6,Rwd,Gas,Bmw,Z4,96900,9000,Clean,1,2007
Black,Excellent,6,4Wd,Gas,Jeep,Wrangler,77000,40000,Lien,1,2019
Grey,Good,6,Fwd,Gas,Honda,Accord,138000,3200,Clean,1,2003
Red,Excellent,8,4Wd,Gas,Ford,F150,133000,6800,Clean,1,2001
White,Excellent,6,4Wd,Gas,Gmc,Sierra,47000,40000,Lien,1,2017
Black,Excellent,8,4Wd,Gas,Gmc,Yukon,57000,7500,Clean,1,2004
Blue,Good,8,Rwd,Gas,Ford,F150,212000,6700,Clean,1,2006
Black,Good,4,4Wd,Gas,Kia,Rio,155000,4000,Clean,1,2012
Grey,Excellent,4,Rwd,Gas,Bmw,328I,66918,18700,Clean,1,2016
White,Good,8,Rwd,Gas,Ford,Mustang,3631,9995,Clean,0,1988
Black,Excellent,6,Fwd,Gas,Chevrolet,Equinox,129000,5900,Clean,1,2008
White,Good,4,Fwd,Gas,Ford,F350,178000,15000,Clean,1,1997
White,Good,5,Rwd,Gas,Chevrolet,Colorado,119000,7900,Clean,1,2012
White,Excellent,6,Fwd,Gas,Chevrolet,Impala,170000,3400,Clean,1,2010
White,Excellent,4,Fwd,Gas,Kia,Optima,146700,7500,Clean,1,2013
Custom,Like New,5,Fwd,Gas,Lexus,Rx,210000,4900,Clean,1,2003
Grey,Fair,6,Rwd,Gas,Ford,Explorer,165000,7000,Clean,1,2013
Red,Excellent,8,Rwd,Gas,Dodge,Challenger,37000,34000,Rebuilt,1,2018
Blue,Like New,6,Rwd,Gas,Mercedes,E350,135000,11900,Clean,1,2012
White,Like New,6,Rwd,Gas,Jeep,Grand,20500,36500,Clean,1,2020
Grey,Excellent,4,Fwd,Gas,Dodge,Dart,110000,8000,Clean,1,2013
White,Good,8,Rwd,Gas,Dodge,Ram,187000,10000,Clean,1,2002
Red,Like New,4,Fwd,Gas,Kia,Soul,2200,20000,Clean,1,2019
White,Good,6,4Wd,Gas,Ford,F150,190000,6900,Clean,1,2007
Black,Excellent,4,Fwd,Gas,Chevrolet,Equinox,127000,10000,Clean,1,2014
Blue,Like New,6,Rwd,Gas,Ford,F150,33000,24700,Salvage,1,2019
White,Excellent,4,4Wd,Hybrid,Toyota,Sienna,145000,32500,Lien,1,2021
White,Excellent,0,Fwd,Electric,Chevrolet,Volt,122264,10000,Clean,1,2013
Grey,Like New,6,Rwd,Gas,Lexus,Is,38020,43000,Lien,1,2021
Black,Good,6,4Wd,Gas,Bmw,328Xi,84000,9500,Rebuilt,0,2013
Grey,Excellent,6,4Wd,Gas,Ford,F150,108000,49000,Clean,1,2018
White,Excellent,8,Fwd,Gas,Chevrolet,Corvette,77000,18500,Clean,1,2001
White,Excellent,4,Fwd,Gas,Toyota,Corolla,220000,3400,Clean,0,2004
Silver,Excellent,6,Rwd,Gas,Chevrolet,Malibu,121000,8200,Clean,1,2010
White,Excellent,8,Rwd,Gas,Lincoln,Town,105000,7500,Clean,1,2004
Silver,Like New,4,Fwd,Gas,Chevrolet,Malibu,160000,9200,Clean,1,2015
Grey,Like New,6,Rwd,Gas,Volkswagen,Gti,110000,13299,Clean,1,2015
Blue,Good,6,Fwd,Gas,Pontiac,Grand,150000,3400,Clean,1,2007
White,Excellent,4,Fwd,Gas,Volkswagen,Jetta,74586,13000,Clean,1,2017
Black,Good,8,Rwd,Gas,Dodge,Dakota,184000,9999,Clean,1,2008
Silver,Fair,4,4Wd,Gas,Subaru,Forester,220000,2250,Clean,1,2009
Blue,Excellent,4,Fwd,Gas,Hyundai,Sonata,80289,14000,Clean,1,2016
Red,Like New,6,Rwd,Gas,Dodge,Challenger,35000,17800,Rebuilt,1,2018
Grey,Good,4,Fwd,Gas,Honda,Civic,180000,6800,Clean,1,2012
White,Fair,4,Fwd,Gas,Toyota,Camry,171165,3500,Clean,1,2007
Red,Excellent,8,4Wd,Gas,Jeep,Grand,156000,6500,Clean,1,2002
Grey,Good,8,4Wd,Gas,Gmc,Yukon,222750,6100,Clean,1,2005
Silver,Good,6,4Wd,Gas,Toyota,Tacoma,142380,25000,Clean,0,2006
Brown,Good,6,Fwd,Gas,Ford,Taurus,225000,2200,Clean,1,2006
White,Like New,4,Fwd,Gas,Nissan,Altima,90000,11900,Clean,1,2016
Grey,Excellent,6,Rwd,Gas,Bmw,335I,63000,10900,Rebuilt,1,2011
White,Good,6,Fwd,Gas,Ford,Escape,187000,950,Clean,1,2005
White,Good,8,4Wd,Gas,Ford,F150,117000,23900,Clean,1,2017
White,Good,6,Rwd,Diesel,Dodge,Sprinter,58000,13900,Clean,1,2007
Brown,Good,6,4Wd,Gas,Chevrolet,Astro,185574,1400,Clean,1,2002
Blue,Good,4,Rwd,Gas,Ford,Ranger,29390,22750,Rebuilt,1,2019
Red,Excellent,8,Rwd,Gas,Ford,F150,126360,16250,Clean,1,2007
White,Excellent,8,4Wd,Gas,Ford,F150,217000,7495,Clean,1,2005
Red,Excellent,4,Fwd,Gas,Toyota,Prius,150565,10000,Clean,1,2011
Grey,Good,6,Rwd,Gas,Bmw,325Ci,97200,8500,Clean,1,2006
Red,Like New,8,4Wd,Gas,Ford,F150,266000,14900,Clean,1,2009
Black,New,6,4Wd,Gas,Toyota,Tacoma,265000,22900,Clean,1,2021
White,Excellent,4,Fwd,Gas,Hyundai,Elantra,104000,12500,Clean,1,2017
White,Good,6,Rwd,Diesel,Ford,F250,166000,8750,Clean,1,2003
White,Excellent,6,Rwd,Diesel,Dodge,Ram,228000,19000,Clean,1,2003
Blue,Good,4,Rwd,Gas,Mazda,Miata,98000,9000,Clean,0,2001
Black,Excellent,4,Fwd,Gas,Bmw,X1,77000,8995,Rebuilt,1,2015
Blue,Like New,4,Fwd,Gas,Toyota,Prius,135000,12900,Rebuilt,1,2017
White,Good,8,4Wd,Gas,Chevrolet,Silverado,141000,5200,Clean,0,1990
Black,Excellent,4,Rwd,Gas,Bmw,528I,147000,4500,Clean,0,2000
Silver,Like New,4,Fwd,Gas,Honda,Fit,101000,8900,Clean,0,2013
White,Like New,8,Rwd,Gas,Dodge,Ram,134000,15800,Clean,1,2014
Silver,Good,6,Fwd,Gas,Lexus,Rx,147000,4900,Clean,1,2002
Silver,Excellent,6,4Wd,Gas,Volkswagen,Touareg,120000,4900,Clean,1,2008
Silver,Excellent,8,Rwd,Gas,Ford,Crown,152000,4900,Clean,1,2005
White,Like New,6,Fwd,Gas,Buick,Enclave,120000,10900,Clean,1,2014
Grey,Excellent,4,Fwd,Gas,Kia,Sportage,39000,12800,Rebuilt,1,2019
White,Excellent,6,Fwd,Gas,Chrysler,200,70000,8900,Clean,1,2015
Silver,Like New,4,Fwd,Gas,Honda,Civic,49000,15800,Clean,1,2014
Silver,Like New,8,Rwd,Gas,Dodge,Charger,83000,19800,Clean,1,2017
Purple,Good,6,4Wd,Gas,Honda,Pilot,174999,5500,Clean,1,2008
Grey,Excellent,6,Rwd,Gas,Ford,F150,126000,24850,Clean,1,2015
White,Good,8,4Wd,Diesel,Ford,F250,23000,42000,Clean,1,2018
White,Like New,8,4Wd,Gas,Ford,F150,59500,40995,Clean,1,2017
Custom,Excellent,4,Fwd,Hybrid,Toyota,Camry,123000,12000,Clean,1,2015
